city,Credit,WIC,WICcash,SFMNP,SNAP,Organic,Bakedgoods,Cheese,Crafts,Flowers,Eggs,Seafood,Herbs,Vegetables,Honey,Jams,Maple,Meat,Nursery,Nuts,Plants,Poultry,Prepared,Soap,Trees,Wine,Coffee,Beans,Fruits,Grains,Juices,Mushrooms,PetFood,Tofu,WildHarvested
Logan ,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y
Cadillac,N,Y,Y,Y,Y,-,N,N,N,Y,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N
Cadiz,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N
Clermont,Y,N,N,N,N,-,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,N
Cairo,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Houma,Y,N,N,Y,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Calabasas,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lenoir,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caldwell,Y,N,N,N,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,N,N,N,N
Caldwell,Y,N,N,N,N,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
Caledonia,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Johnsbury ,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y
St. Johnsbury,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N
Calera,Y,N,N,Y,N,-,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
Calexico,Y,N,N,N,N,Y,N,N,Y,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,N,N,N
Lakewood,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Calhoun City,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
St. Matthews,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rockwell City,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anniston,N,N,N,Y,N,-,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N
Chloe,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
Palo Alto,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N
California,Y,Y,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,N
Calistoga ,Y,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,N,N
Callaway,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N
Pine Mountain,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Callicoon,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N
Callicoon,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N
Calmar,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Barstow,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N
Prince Frederick,Y,Y,Y,Y,N,N,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N
Solomons,Y,Y,Y,Y,N,N,Y,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N
Camanche,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camano Island,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,Y
Camarillo ,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,N,Y,N,Y,N,Y,N,N
camas,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N
Cambria,N,N,N,N,N,-,Y,N,N,Y,N,N,Y,Y,Y,N,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N,N,N
Cambria,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Jose,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N
cambridge,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambridge ,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,Y,N,N,N,N,N
Isanti,N,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N
Cambridge,N,N,N,N,N,N,N,N,Y,Y,Y,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
Cambridge,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,N,Y,Y,N,N
Cambridge,Y,N,N,N,N,-,N,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,N
Cambridge,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,N,Y,N,N,Y,N,N,N,N,N,N
Cambridge,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambride,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Camden,N,Y,N,Y,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N
Salisbury,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,N,N,Y,N,Y,N,Y,Y,N,N,N
Camden,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minneapolis,N,Y,N,Y,Y,-,N,N,N,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Camden,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Olde Towne Slidell,Y,N,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,Y
La Crosse,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,N,N,Y
Cameron Park,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,Y,N,N,N,N,Y,N,N,N,N,N,N
Alexandria,Y,Y,N,Y,N,N,Y,N,N,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N
Highland Heights,Y,Y,N,Y,N,N,Y,N,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,Y,N,N,N,N
Newport,Y,Y,N,Y,N,N,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N
Campbell,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N,N
Campton,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
Canaan,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canaan,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N
Worcester,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,N,Y
Canal Fulton,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Newark,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,N,Y
Canal Winchester,Y,N,N,N,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N
Canandaigua,N,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,N,N,N,N,N,N
Canandaigua,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,N
Canby,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cando,N,N,N,N,N,-,Y,N,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Natchitoches,Y,Y,N,Y,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,Y,Y,N,N,N,Y,N,N,N,N,N,N
Fort Totten,Y,N,N,N,N,-,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,Y,N,N,N,N,Y,N,N,N,N,N,N
Cannon Beach ,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y
Carterville,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,N,N
canoga park,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N
Canon City,Y,N,N,N,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,N
Canterbury,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,N,Y
Lake Orion,N,Y,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canton,Y,N,N,N,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,Y,Y,Y,N,N,N,N,N,N,N,N,N,N
Canton,N,Y,N,Y,N,-,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
canton,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canton,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canton,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,Y,N,N,Y,N,N,N,N,N,N
Canton,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N
Canton,Y,N,N,N,N,-,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N
Canton,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
Canton,N,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
Canyon Lake,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canyonville,Y,Y,N,Y,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,Y,N,Y,N,Y,N,N,N,Y,N,N
Gloucester,Y,Y,N,N,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,N,N,N,N,N,N,N
Gloucester,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,N,N,N,N,N,N,N
Cape Coral ,Y,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,N,N,Y
Cape Girardeau,N,N,N,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,N,N,Y,N,N,N,N,N,Y
Cape Girardeau,Y,N,N,N,Y,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,N,N,N
Cape Vincent,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierre ,Y,N,N,N,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,Y,N,N
Trenton,Y,Y,N,N,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,Y
Dover,Y,N,N,N,Y,-,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N
Montpelier,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,N,N,Y,Y,Y,N,N,Y
Montpelier,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y
Menands,Y,Y,N,N,N,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Albany, NY",Y,Y,N,Y,N,-,Y,Y,Y,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N
Bismarck,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC,Y,N,N,N,N,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,Y,N,N,N,Y,N,Y,Y,Y,N,Y,Y,N
Jefferson City,Y,N,N,N,N,-,Y,N,N,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
Capitan,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bismarck,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Des Moines,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seattle,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N
Charleston,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Topeka ,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
Washington,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madison,Y,N,N,N,N,N,Y,Y,N,Y,Y,N,Y,Y,N,Y,N,Y,N,N,Y,Y,Y,N,N,N,Y,N,Y,N,N,N,N,N,N
Barnesville,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Providence,Y,Y,Y,Y,N,-,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
Captiva Island,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y
Carbondale,Y,Y,N,N,Y,-,Y,N,Y,Y,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,N,N,N
Carbondale,Y,N,Y,N,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,N,N,Y,Y,N,Y,N,N,N,N,N,N,N,N,N
Carbondale,Y,Y,Y,Y,Y,-,Y,N,Y,Y,N,N,N,Y,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N,N
Carbondale,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,N,Y,Y,N,Y,N,Y,N,N,Y,Y,N,N
Carefree ,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,Y,Y,Y,N,Y,Y,Y,N,N
Carencro,Y,N,N,N,N,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,N,N
Caribou,N,N,N,N,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N
Bardwell,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlisle,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N
Carlisle,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,Y,Y,Y,N,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,N,N,Y,N,N
Carlisle,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carlsbad,Y,Y,N,Y,Y,-,N,N,Y,N,Y,N,Y,Y,N,N,N,N,N,Y,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
Carlton,Y,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,N,N,Y
Cloquet,Y,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,N,N,Y
Carlyle,N,N,Y,Y,N,-,Y,N,N,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N,N,N,N
Carmel,Y,N,N,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y
Carmel,Y,Y,N,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,N,N,N,Y,Y,Y,N,N,Y,N,N,N,Y,N,N,N,N,N,N
Carnation,Y,Y,N,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,N,Y,Y,N,Y,N,N,N,Y,N,Y
Caro,Y,N,N,N,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,Y,N,N,N,N,Y,N,N,N,Y,N,N
Carolina Beach,Y,N,N,N,N,-,Y,Y,Y,N,N,N,Y,N,N,Y,N,N,N,Y,Y,N,N,Y,N,Y,Y,N,Y,N,Y,N,Y,N,N
Myrtle Beach ,Y,Y,Y,Y,Y,-,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,Y,Y,Y,N,N,Y,N,Y,N,Y,N,N,N,N
Pelzer ,Y,N,N,Y,N,-,Y,Y,N,N,Y,N,Y,Y,Y,Y,N,N,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,N,N,N,N,N
Brooktondale,Y,Y,N,Y,Y,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,N
St. Louis,N,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
Wilmington,Y,N,N,N,Y,N,N,N,N,Y,Y,N,N,Y,Y,N,N,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N
Carpenteria,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carrboro,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y
Pittsburgh ,Y,Y,N,Y,Y,-,Y,N,N,N,N,N,N,Y,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N
Westminster,Y,Y,N,Y,N,N,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,N,N,Y,N,N,N,Y,N,N
Carroll,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brookyn,Y,Y,Y,Y,Y,-,Y,N,N,N,Y,Y,N,Y,Y,N,Y,Y,N,N,Y,Y,N,N,N,Y,N,N,Y,N,Y,Y,N,N,N
Carrollton,Y,N,N,N,N,Y,Y,N,Y,N,Y,N,Y,Y,Y,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N
Carrollton,Y,N,N,N,N,N,Y,N,Y,N,Y,N,Y,Y,N,Y,N,N,N,N,Y,N,Y,N,N,N,N,N,Y,N,N,N,N,N,N
Carrolton,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carson City,Y,Y,N,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,Y,Y,N,Y,N,Y,N,N,Y,N,N,N,Y,N,Y,N,N,N,Y,N,N
Carson,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Grayson,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carthage,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carthage,Y,N,N,N,N,N,Y,N,Y,N,Y,N,N,Y,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,Y,N,N,N,N,N,N
Carthage,N,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
Marshalltown,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carver,Y,N,Y,Y,N,N,Y,N,Y,Y,Y,Y,Y,Y,Y,N,N,N,N,N,Y,N,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N
Cary,Y,Y,N,Y,N,Y,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,Y,N,N,Y,Y,N,Y,N,N,Y,N,N,Y,N,N,N,N,N
Cary,Y,N,N,N,N,Y,Y,Y,N,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,N
Fairport,Y,N,N,N,N,-,N,N,Y,N,Y,N,N,Y,N,Y,Y,Y,N,N,N,N,Y,N,N,Y,N,N,Y,N,Y,N,N,N,N
Cascade,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cascade Locks,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casco,N,N,N,N,N,-,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,Y,N,N,Y,N,N,N,N,N,N,N,Y,N,N,N,N,N,N
Cleveland ,Y,N,N,N,N,N,N,N,Y,Y,N,N,Y,Y,Y,N,N,N,N,N,Y,N,N,N,Y,N,N,N,Y,N,N,N,N,N,N
Cashier,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Adrian,N,N,N,N,N,-,Y,N,Y,Y,Y,N,Y,Y,Y,Y,N,N,Y,N,Y,N,N,Y,N,N,N,N,N,N,N,N,N,N,N
Cass Lake,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cassopolis ,Y,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cassville,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Castine,N,N,N,N,N,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Castle Hills ,Y,N,N,N,N,Y,Y,Y,Y,Y,Y,N,N,Y,Y,Y,N,Y,N,N,N,Y,Y,Y,N,N,Y,N,Y,N,Y,N,Y,N,N
